Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
ZCCHC18	Tissue enhanced	cerebral cortex: 5.6	2.453615154	1.171109219	0.502182024	2.332041298	0.019698519	0.5728485
B2M	Expressed in all		35744.26265	0.092717287	0.138428618	0.6697841	0.502995431	0.927793131
ZNF592	Expressed in all		477.8034756	-0.091233605	0.064448796	-1.415598282	0.156893155	0.783191598
CASC4	Expressed in all		1629.710196	-0.152043142	0.153738946	-0.988969582	0.322678024	0.87051141
HTR3A	Group enriched	appendix: 2.8;lymph node: 7.8;tonsil: 7.2	0.15260369	0.054859693	1.67021216	0.032845943	0.973797441	NA
NNMT	Tissue enhanced	liver: 197.2	7571.865522	-0.15977673	0.256075477	-0.623943891	0.532664434	0.935039208
ACSM1	Tissue enriched	breast: 298.7	55.32621712	0.473908346	0.449363775	1.054620716	0.291598825	0.86014978
AP1G1	Expressed in all		1479.586354	-0.016746576	0.082084618	-0.204016005	0.838340992	0.980986931
SLFN5	Mixed		228.3288461	0.026784411	0.191692761	0.13972573	0.888876696	0.990384986
CATSPER2	Tissue enhanced	testis: 30.8	32.3570001	0.2720072	0.199787769	1.361480744	0.173361815	0.791044716
C16orf45	Tissue enhanced	cerebral cortex: 171.9	297.7201048	-0.195620524	0.132080217	-1.481073614	0.138586958	0.775864171
KIAA0430	Expressed in all		661.2048272	-0.050284237	0.101700643	-0.49443381	0.620999841	0.95675581
SAAL1	Expressed in all		76.79775346	0.038438051	0.107390932	0.35792641	0.720398386	0.969823493
YPEL4	Tissue enhanced	cerebral cortex: 19.0	5.275045307	0.003363967	0.403024143	0.008346814	0.993340284	0.999432613
PPIB	Expressed in all		4779.094112	-0.184530472	0.116349724	-1.585998364	0.112739681	0.755327962
LDHC	Tissue enriched	testis: 472.9	13.33437991	0.034387587	0.666382582	0.05160337	0.958844734	0.995851022
FAM96A	Expressed in all		1992.447641	0.101357093	0.11660746	0.8692162	0.384728888	0.898474152
LDHAL6A	Tissue enriched	testis: 17.5	3.141968565	0.131720316	0.389863311	0.337862815	0.73546657	0.971804386
FAM111A	Expressed in all		393.3649244	0.158367376	0.109816259	1.442112278	0.149270702	0.78011025
PCLAF	Tissue enhanced	bone marrow: 76.2;lymph node: 50.8	62.19502994	0.623250094	0.294767644	2.114377567	0.034483032	0.620350145
KIF7	Mixed		15.57181109	-0.142164728	0.260397278	-0.545953202	0.585098106	0.946478902
LDHD	Mixed		1527.76431	-0.139211521	0.175956506	-0.791170069	0.428844755	0.90954895
PLIN1	Tissue enriched	adipose tissue: 1012.5	747.8572199	0.625122066	0.314244556	1.989285271	0.046669725	0.65275694
PEX11A	Mixed		539.451268	0.220079984	0.115753844	1.901275814	0.057265895	0.677827755
TMEM170A	Expressed in all		545.5528115	0.023040903	0.093735979	0.245806392	0.805832109	0.977320647
MESP1	Tissue enhanced	adipose tissue: 4.8;prostate: 4.8	19.0073412	0.023162046	0.26922408	0.086032594	0.931440507	0.992479728
ANPEP	Group enriched	duodenum: 2386.4;small intestine: 2133.7	7582.684878	-0.127827652	0.128721918	-0.993052729	0.320684259	0.870015726
SCNN1G	Tissue enhanced	"cervix, uterine: 24.6;kidney: 46.7"	0.065657913	0.686509182	3.976050867	0.172661066	0.862917849	NA
RBPMS2	Tissue enhanced	heart muscle: 134.9	114.7773834	-0.073921003	0.168727422	-0.438109003	0.661307269	0.963267934
NAV2	Mixed		149.0916689	-0.000540051	0.240428476	-0.002246204	0.99820779	0.999432613
ANKDD1A	Mixed		1.889048327	-0.282127327	0.576925219	-0.489018885	0.624828327	0.956929699
GLYATL1	Group enriched	kidney: 145.2;liver: 298.1	4823.940531	-0.004796835	0.120172054	-0.03991639	0.968159784	0.99702105
C18orf54	Tissue enriched	testis: 30.4	24.93369552	0.198529338	0.290131103	0.684274577	0.493801797	0.924124412
DCTN5	Expressed in all		263.9851513	-0.034999631	0.088807377	-0.394107247	0.693501861	0.967669272
TERF2IP	Expressed in all		733.7305793	-0.039058985	0.067558484	-0.578150699	0.56316238	0.941916744
PLK1	Tissue enhanced	testis: 44.2	8.358632089	0.40766747	0.406631908	1.002546681	0.316079633	0.867983293
CLPX	Expressed in all		1713.917926	-0.053943386	0.081312106	-0.663411501	0.507067042	0.92858055
GPR182	Tissue enhanced	spleen: 12.2;testis: 6.7	92.90713994	0.043890152	0.232634972	0.188665324	0.850355131	0.983672213
ZBTB39	Mixed		153.6571283	0.150750832	0.100798418	1.495567438	0.134766414	0.773397509
CACNG2	Tissue enriched	cerebral cortex: 15.3	0.146669744	0.857983895	1.768003923	0.485283932	0.627474952	NA
TAC3	Tissue enriched	placenta: 617.0	0.406134569	0.536904598	0.990975044	0.541794268	0.587960241	NA
MYO1A	Group enriched	colon: 67.8;duodenum: 333.2;rectum: 71.8;small intestine: 338.4	2.96070351	-0.631607627	0.467982656	-1.349638963	0.17713182	0.792578272
CHP2	Group enriched	colon: 119.1;duodenum: 252.0;rectum: 127.6;skin: 143.8;small intestine: 227.3	0.33002421	0.571163587	1.062611294	0.537509427	0.590915775	NA
NEMP1	Mixed		200.8700871	0.3144744	0.152438283	2.062962093	0.03911623	0.628367611
OR4D6	Not detected		0	NA	NA	NA	NA	NA
NAB2	Expressed in all		133.1755212	-0.043114466	0.256769016	-0.167911481	0.866652918	0.98697532
VPS39	Expressed in all		471.689161	-0.072225011	0.072945758	-0.990119406	0.322115759	0.870015726
STAT6	Expressed in all		1495.229216	-0.168746999	0.094350902	-1.788504349	0.073694675	0.70282219
PATL1	Expressed in all		659.2621125	-0.124190221	0.081805071	-1.518123744	0.128983207	0.770944622
ATP23	Tissue enhanced	testis: 26.8	100.3786379	0.112357772	0.157237258	0.714574735	0.474871861	0.921238405
ELFN2	Tissue enriched	cerebral cortex: 24.3	5.407554502	2.031203869	1.280820971	1.585860878	0.112770872	0.755327962
STX3	Expressed in all		87.03648536	-0.145505439	0.327475798	-0.444324253	0.656808169	0.962397935
MRPL16	Expressed in all		572.5743398	0.031123253	0.071381357	0.436013751	0.662826753	0.963267934
PIP4K2C	Expressed in all		248.9170518	-0.112949691	0.117447592	-0.961702912	0.336198859	0.87848078
MTMR10	Expressed in all		888.346946	0.079521205	0.1137644	0.698999026	0.484552639	0.922373238
YWHAB	Expressed in all		2874.081827	-0.025078238	0.078174118	-0.320799759	0.748362142	0.971967975
C15orf48	Tissue enhanced	colon: 716.6;rectum: 832.9	27.69248958	0.112505947	0.367842873	0.305853275	0.759716363	0.973213829
SCG5	Tissue enhanced	cerebral cortex: 233.7;parathyroid gland: 192.7	113.7449107	0.205274901	0.232229191	0.883932375	0.376732719	0.896172739
GREM1	Tissue enhanced	gallbladder: 92.4;smooth muscle: 67.3	0.873165471	-2.18476585	1.378793684	-1.584548779	0.11306889	NA
NYAP1	Tissue enhanced	cerebral cortex: 25.1;testis: 7.7	2.778949489	-0.15631823	0.3852453	-0.405762849	0.684916858	0.967541107
TSC22D4	Expressed in all		302.9757852	-0.12048715	0.20344144	-0.592244875	0.553686624	0.939957075
MS4A6E	Tissue enriched	testis: 61.9	0.516650271	-0.247626047	1.002246091	-0.247071103	0.804853197	NA
MS4A7	Tissue enhanced	spleen: 316.0	1038.469589	-0.042362319	0.211676345	-0.200127791	0.841380639	0.981376234
MS4A14	Tissue enriched	testis: 91.8	12.77680312	0.444725464	0.317862794	1.399111416	0.161779575	0.787654914
MS4A5	Tissue enriched	testis: 73.1	0.04179626	-0.024678178	4.131705827	-0.005972879	0.995234361	NA
DIS3L	Expressed in all		464.2355954	-0.114887221	0.089472564	-1.284049722	0.199124558	0.807745084
CCNDBP1	Mixed		352.0874797	0.065058033	0.151939802	0.428182956	0.668517924	0.964267854
EPB42	Tissue enriched	bone marrow: 57.6	33.4310743	0.349164734	0.148110842	2.357455606	0.018400655	0.565889212
TGM6	Not detected		0.010781585	0.496383743	4.131251389	0.120153362	0.904361662	NA
SMAD3	Expressed in all		480.5938881	0.026376347	0.064819199	0.406921828	0.684065404	0.967541107
MS4A8	Tissue enhanced	duodenum: 186.5;fallopian tube: 226.5;small intestine: 210.9	1.46136763	-1.506204958	1.36850558	-1.100620254	0.271061967	0.847388436
CCDC178	Tissue enhanced	testis: 27.7	0.614720106	-0.97901087	0.826284426	-1.184835196	0.236082614	NA
MS4A15	Tissue enriched	lung: 71.4	0.134340404	0.624072281	2.517383406	0.247905138	0.804207804	NA
MAP1A	Tissue enriched	cerebral cortex: 165.6	14.54831839	0.171843807	0.346236566	0.496319059	0.619669321	0.956478863
RCCD1	Mixed		104.6820702	-0.105052281	0.117218046	-0.896212522	0.370139269	0.894917965
AKTIP	Expressed in all		892.2967227	0.198914191	0.116016997	1.714526277	0.086432115	0.719092186
MAPRE2	Expressed in all		877.3203752	-0.037542022	0.08187697	-0.458517479	0.646580708	0.960683064
EVA1C	Mixed		38.5662773	0.095009534	0.26485512	0.358722665	0.719802572	0.969823493
TCP10L2	Tissue enhanced	epididymis: 1.6;testis: 1.5	1.813342484	-0.349640994	0.655566723	-0.533341583	0.593797147	0.95011881
MARS	Expressed in all		426.1150981	-0.327016807	0.127162432	-2.571646381	0.010121622	0.510239429
MBD6	Expressed in all		501.1424206	-0.055416648	0.128899486	-0.429921402	0.667252816	0.964103617
CNPY4	Mixed		63.18832849	0.088648879	0.14924463	0.593983713	0.552523006	0.93995155
PDIA3	Expressed in all		2545.176862	-0.132326546	0.158051109	-0.837238962	0.402458261	0.902517195
NUDT21	Expressed in all		861.3720232	-0.047244087	0.149074754	-0.316915411	0.751307788	0.971967975
NAT16	Group enriched	cerebral cortex: 5.1;thyroid gland: 3.0	0.255223676	-0.974067	1.530109879	-0.63659938	0.524385829	NA
TERB2	Tissue enriched	testis: 40.1	12.25168967	0.114202678	0.359580761	0.317599523	0.750788736	0.971967975
NKX3-1	Tissue enriched	prostate: 485.5	7.505820119	-1.222130306	1.33785708	-0.913498403	0.360980473	0.891661358
SGSM1	Tissue enhanced	cerebral cortex: 14.8;parathyroid gland: 19.0	13.38022121	0.430464108	0.305667332	1.40827646	0.159049223	0.784736401
DUSP18	Mixed		49.34870737	-0.0418799	0.186258043	-0.224848812	0.822096891	0.978729075
TEF	Mixed		780.8275416	-0.249463299	0.193437311	-1.289633821	0.197177827	0.80687097
MEI1	Tissue enhanced	testis: 18.6	12.35784554	0.028893663	0.332794843	0.086821245	0.9308136	0.992479728
B4GALNT2	Tissue enhanced	colon: 33.3	0.08327683	0.071503095	3.33878044	0.021415932	0.982913865	NA
PBX3	Expressed in all		474.9505939	-0.018505046	0.090146067	-0.205278462	0.837354571	0.980986931
GNGT2	Mixed		12.01476516	-0.004883648	0.22560816	-0.021646594	0.982729866	0.998658478
PHB	Expressed in all		1198.523364	-0.242240717	0.128460206	-1.88572575	0.059331921	0.678947028
SNRPD1	Expressed in all		239.7934445	-0.029218374	0.101251571	-0.288572052	0.772908886	0.974536579
TTC16	Group enriched	fallopian tube: 10.9;testis: 18.3	2.524622409	-0.274315953	0.564568102	-0.485886384	0.627047723	0.956929699
SUN5	Tissue enriched	testis: 41.0	0	NA	NA	NA	NA	NA
SAMD14	Tissue enhanced	cerebral cortex: 6.2	17.11461776	0.015548267	0.270318929	0.057518233	0.954132382	0.995220524
PIP5KL1	Tissue enhanced	parathyroid gland: 3.8	2.650134078	-0.3582054	0.504563224	-0.709931647	0.477746524	0.921238405
BPIFB6	Not detected		0.018757964	0.071500182	4.131705827	0.017305245	0.986193101	NA
TMEM92	Tissue enhanced	duodenum: 40.2;small intestine: 50.6	85.2620116	-0.184585005	0.376746029	-0.489945456	0.624172496	0.956929699
FAM102A	Mixed		578.2411902	-0.115623862	0.179460372	-0.644286318	0.519389786	0.932074969
ACSF2	Tissue enhanced	kidney: 136.9	626.6883565	0.10787615	0.128964824	0.836477317	0.402886432	0.902517195
GOLGA2	Expressed in all		522.3307203	-0.303285177	0.158373418	-1.915000516	0.055492438	0.677827755
TRUB2	Mixed		495.1205876	-0.138940935	0.11989916	-1.158814914	0.246531637	0.838997757
COQ4	Expressed in all		520.3217164	-0.102997531	0.1157657	-0.889706804	0.373623339	0.895548112
SLC27A4	Expressed in all		403.0948196	-0.319421467	0.157773401	-2.024558417	0.042912728	0.640046158
URM1	Expressed in all		357.0092785	-0.11713452	0.097403548	-1.202569342	0.229143017	0.827460896
CERCAM	Expressed in all		17.74404888	-0.026129706	0.394269027	-0.066273798	0.947159844	0.994644585
DOLPP1	Expressed in all		351.2166276	-0.16845225	0.131378534	-1.282190054	0.199775984	0.808028473
CCDC103	Group enriched	fallopian tube: 24.5;testis: 27.0	3.732370271	-0.20227206	0.532811877	-0.37963129	0.70421913	0.968006477
ENDOG	Expressed in all		276.8587112	-0.086525141	0.209173224	-0.413653045	0.679128219	0.965993743
TBC1D21	Tissue enriched	testis: 62.0	0.008409041	0.167679257	4.131705827	0.040583542	0.967627905	NA
PRRX2	Tissue enhanced	"cervix, uterine: 9.9;skin: 10.7"	0.080501646	-0.044396285	2.680886195	-0.016560302	0.986787395	NA
UGT1A6	Group enriched	kidney: 75.4;liver: 72.4;urinary bladder: 107.9	1264.857701	-0.424631194	0.240822709	-1.763252295	0.077857947	0.711455638
C15orf39	Tissue enhanced	testis: 123.7	124.1339117	0.006636017	0.166267577	0.039911672	0.968163546	0.99702105
ISLR2	Group enriched	cerebral cortex: 31.1;testis: 14.8	5.721102767	-0.316251294	0.511495614	-0.618287402	0.536385905	0.936817163
SP2	Expressed in all		141.7269571	-0.171282374	0.09867462	-1.735830075	0.082593885	0.717508232
PRR15L	Tissue enhanced	duodenum: 180.5	31.26927583	-0.008901576	0.286563114	-0.031063229	0.975219115	0.998196934
COQ7	Expressed in all		233.22861	-0.009970845	0.070984808	-0.140464491	0.888293007	0.990384986
GPRC5B	Tissue enhanced	cerebral cortex: 308.3	198.1018683	0.136084232	0.240969426	0.564736506	0.572253	0.943125146
CRK	Expressed in all		1789.621156	0.049622193	0.073034785	0.679432313	0.496863982	0.925021717
C16orf92	Tissue enriched	testis: 22.9	0.019412572	0.332827089	4.131606792	0.080556332	0.935794795	NA
GOLGA6C	Tissue enriched	testis: 10.5	5.943948569	-0.098443331	0.733269172	-0.134252652	0.893202793	0.990944362
FBXO22	Expressed in all		408.2409918	0.151782309	0.141413558	1.073322183	0.283126586	0.85509844
TBC1D2B	Expressed in all		1062.214793	-0.058594812	0.116243711	-0.504068659	0.61421313	0.956005402
NOD2	Mixed		23.20367258	0.279148221	0.23116808	1.207555214	0.227218395	0.826863313
SNX20	Tissue enhanced	lymph node: 31.5	57.72896075	0.097746986	0.202146338	0.483545669	0.628708341	0.956929699
LOXHD1	Group enriched	epididymis: 8.3;testis: 41.3	0.558887962	0.871236142	1.027570489	0.847860221	0.39651582	NA
KATNAL2	Tissue enhanced	parathyroid gland: 45.1;testis: 32.6	19.74223724	-0.036268408	0.21690276	-0.167210451	0.867204461	0.987016197
HDHD2	Expressed in all		663.9854881	0.041521849	0.090071045	0.460989974	0.644805798	0.960018918
ZNF91	Mixed		311.155226	0.251926511	0.13436148	1.8749906	0.060794017	0.679284701
IGF2	Tissue enriched	placenta: 3962.9	13301.44736	-0.055817721	0.179570749	-0.31083972	0.755922472	0.972812873
RNF214	Expressed in all		169.8347786	0.119301401	0.130131255	0.916777457	0.359259268	0.891227231
CDK12	Expressed in all		630.9264441	0.008995966	0.069470983	0.129492421	0.896968022	0.991226138
DPEP2	Tissue enhanced	spleen: 38.7	10.58737353	0.088059155	0.443271416	0.198657417	0.842530736	0.981421737
DUS2	Mixed		90.54321859	0.06777009	0.095617788	0.708760277	0.478473252	0.921238405
POP5	Expressed in all		176.4452817	-0.007173743	0.096530101	-0.074316129	0.940758843	0.993957574
ENGASE	Expressed in all		188.4658762	-0.013534957	0.184303827	-0.073438288	0.941457351	0.994111829
ATP5L	Expressed in all		1527.042949	0.042041171	0.111586109	0.376759894	0.706352048	0.968068673
CD3D	Tissue enhanced	lymph node: 199.3;tonsil: 119.1	33.98278055	0.121102919	0.271878829	0.445429751	0.656009216	0.962174493
TBC1D16	Mixed		248.0525529	-0.29975612	0.173427373	-1.728424503	0.083912146	0.718944181
TEPSIN	Expressed in all		45.46564795	0.266232428	0.550763114	0.483388268	0.628820077	0.956929699
MYO5B	Mixed		637.2353042	0.031187983	0.09912052	0.314647088	0.753029623	0.971967975
ART5	Tissue enhanced	ovary: 10.2;testis: 22.6	7.033769248	0.454637991	0.535963305	0.848263279	0.396291363	0.901040648
ACAA2	Expressed in all		12688.57807	0.04271743	0.159422945	0.267950325	0.788737556	0.975776136
STIM1	Expressed in all		933.1947228	-0.234131317	0.083431423	-2.806272622	0.005011827	0.434548916
RRM1	Expressed in all		350.7081048	0.070778273	0.135088611	0.5239396	0.600320551	0.951564404
OR51E2	Tissue enriched	prostate: 45.9	0.759295382	-1.033023174	0.747688195	-1.381622957	0.167087501	NA
TRIM68	Expressed in all		103.2004273	-0.180919366	0.122233574	-1.480111889	0.138843389	0.776090953
MMP26	Tissue enriched	endometrium: 23.9	0	NA	NA	NA	NA	NA
OR51I1	Not detected		0	NA	NA	NA	NA	NA
OR51Q1	Not detected		0.022031479	0.167678552	4.131705827	0.040583371	0.967628041	NA
FN3K	Expressed in all		669.8754252	-0.197591985	0.189741727	-1.041373386	0.297702289	0.862245368
PRRT2	Tissue enhanced	cerebral cortex: 98.1	16.94671822	-0.033480798	0.302836895	-0.110557195	0.911967493	0.992479728
ZNF23	Mixed		97.93179626	-0.03886906	0.10656209	-0.364755048	0.715294263	0.969275223
IRGQ	Mixed		369.7987738	-0.017026887	0.080192631	-0.212324827	0.831853628	0.980488409
ZNF226	Expressed in all		120.1939006	0.042982027	0.101793366	0.422247816	0.672844143	0.965182869
ZNF180	Mixed		96.04262912	0.076461003	0.118481725	0.645340058	0.518706839	0.932074969
PPP2R3B	Tissue enhanced	skeletal muscle: 14.7	82.04249002	0.032890459	0.174815731	0.188143587	0.850764093	0.983672213
ZNF668	Mixed		49.09282444	-0.194095692	0.18530337	-1.047448261	0.294892883	0.861379637
ZNF646	Tissue enhanced	testis: 34.3	123.763459	-0.073282351	0.133945588	-0.547105375	0.58430634	0.946478902
VKORC1	Expressed in all		2712.862054	-0.171617401	0.161925182	-1.059856153	0.289210046	0.857675263
GNG8	Tissue enhanced	adrenal gland: 29.3	0.186414157	0.046091112	1.884135861	0.024462733	0.98048351	NA
LPO	Tissue enriched	salivary gland: 372.8	0.112257549	0.866357566	2.343147299	0.369740975	0.711575498	NA
CA4	Tissue enhanced	colon: 253.5;rectum: 180.9	3.909118514	0.748289502	0.613106478	1.220488656	0.222279687	0.823321413
SMG8	Expressed in all		162.5163895	-0.132164952	0.096954242	-1.36316833	0.172829466	0.79070249
TPM4	Expressed in all		1345.148611	0.09171101	0.162632758	0.563914748	0.572812153	0.943125146
RAB8A	Expressed in all		1111.067138	-0.231438226	0.092699138	-2.496659957	0.012536911	0.520825562
GPX4	Expressed in all		4680.222434	0.125802525	0.153119606	0.821596453	0.411306609	0.905616988
MIDN	Expressed in all		745.2796055	-0.156771847	0.205607421	-0.762481459	0.445772705	0.913850901
JSRP1	Tissue enriched	skeletal muscle: 116.2	2.481791804	-0.692420602	0.752222042	-0.920500282	0.357311386	0.890027963
FAM129C	Group enriched	appendix: 13.9;bone marrow: 11.3;lymph node: 28.2;spleen: 36.9;tonsil: 9.4	5.240963021	1.288549301	0.641867405	2.007500755	0.04469637	0.641595015
KLHL26	Mixed		78.66295415	-0.040584628	0.154507911	-0.262670227	0.792804767	0.975843875
GATAD2A	Expressed in all		603.8733011	-0.270741768	0.11436143	-2.36742203	0.017912494	0.561430542
MVD	Expressed in all		361.7675948	-0.5245902	0.304000834	-1.725620923	0.084415633	0.718944181
CDT1	Tissue enhanced	bone marrow: 20.4	11.51641475	-0.195752478	0.307726845	-0.636124151	0.524695505	0.932074969
TRAPPC2L	Expressed in all		292.4222797	-0.015537167	0.11996366	-0.129515616	0.896949669	0.991226138
ANKRD11	Expressed in all		952.283804	-0.094178181	0.111048627	-0.848080553	0.396393111	0.901040648
SPATA33	Tissue enhanced	testis: 77.2	38.51156136	-0.179851039	0.167140667	-1.076045955	0.281906704	0.854576025
SGK494	Mixed		23.44670056	0.209999452	0.362426401	0.579426474	0.562301445	0.941779251
PROCA1	Tissue enriched	testis: 139.5	9.585322882	0.726818314	0.316716862	2.294851964	0.021741609	0.575508662
RPL13	Expressed in all		10504.85033	-0.055118029	0.163956443	-0.336174831	0.736739032	0.971804386
ZNF641	Expressed in all		203.8029793	-0.044065038	0.086732582	-0.508056333	0.611413838	0.955926458
LALBA	Tissue enriched	breast: 2476.8	0	NA	NA	NA	NA	NA
CACNB3	Mixed		17.62600187	-0.311505362	0.272921409	-1.141373858	0.253714379	0.841116715
DHRS13	Mixed		53.88874217	-0.321525098	0.209087873	-1.53775106	0.124109494	0.766270579
TP53I13	Expressed in all		256.4978504	-0.129064671	0.241942643	-0.533451523	0.59372106	0.950066463
KMT2D	Expressed in all		930.0063744	0.069494979	0.105635564	0.657874837	0.510618561	0.929755226
CORO6	Tissue enhanced	skeletal muscle: 127.5	5.10840094	-0.889526964	0.574635852	-1.547983757	0.121626207	0.762845072
RHEBL1	Mixed		4.519616013	0.026008659	0.313490915	0.082964635	0.93387966	0.992479728
TUBA1A	Expressed in all		43.95251596	0.399051377	0.48952331	0.815183605	0.414967221	0.907698313
TUBA1C	Expressed in all		273.4490886	-0.616432278	0.31048953	-1.985356084	0.047104868	0.653471907
ZNF610	Tissue enhanced	testis: 22.0	7.506366538	-0.015019153	0.330880107	-0.045391525	0.963795236	0.996409642
ZNF528	Expressed in all		75.18747445	0.09027517	0.163541916	0.552000199	0.580948217	0.945254316
ZNF701	Expressed in all		39.28997944	0.403744178	0.184329946	2.190334167	0.028500011	0.603065099
SERTAD3	Expressed in all		124.1225682	-0.176967926	0.154513164	-1.145325878	0.25207419	0.841116715
NCKAP5L	Expressed in all		108.7763232	0.012731332	0.221919138	0.057369241	0.954251065	0.995220524
RAB4B	Expressed in all		140.7247916	-0.294097038	0.177064089	-1.66096378	0.096720721	0.73535515
AQP2	Group enriched	kidney: 435.9;seminal vesicle: 302.5	0	NA	NA	NA	NA	NA
GPD1	Tissue enhanced	adipose tissue: 636.1;skeletal muscle: 195.7	2582.690267	-0.235574618	0.162695834	-1.447944989	0.147632436	0.78011025
PROSER3	Mixed		17.6379639	-0.142383744	0.279387027	-0.509629044	0.610311372	0.955351031
CYP2S1	Tissue enhanced	duodenum: 96.7;small intestine: 68.6;stomach: 111.7	31.57836891	-0.0748488	0.250424939	-0.298887164	0.765026142	0.973670641
AXL	Expressed in all		688.1845994	-0.144539604	0.205417349	-0.703638736	0.481657782	0.921309486
NFKBID	Tissue enhanced	bone marrow: 9.8	2.382555827	0.662102011	1.916135251	0.345540332	0.729688195	0.971203251
TMC4	Tissue enhanced	duodenum: 30.8	5.213312313	-1.493760452	0.735630866	-2.030584253	0.042297186	0.637659924
ANKRD33	Not detected		0.394485725	-0.164604372	1.3042826	-0.126202996	0.89957124	NA
LAIR1	Tissue enhanced	lymph node: 7.1	51.42855544	0.245115584	0.238261512	1.028767011	0.303589172	0.863555175
TTYH1	Tissue enriched	cerebral cortex: 57.7	21.1647008	0.147107006	0.347066008	0.423858871	0.671668741	0.965086719
LENG8	Expressed in all		184.0950354	-0.027117086	0.210927083	-0.128561421	0.897704694	0.991395147
CDC42EP5	Tissue enhanced	colon: 3.1;prostate: 2.4	18.34453168	-0.242585323	0.284201155	-0.853569096	0.393343788	0.901040648
LAIR2	Tissue enhanced	lymph node: 1.4	1.700605398	3.630334424	0.949403693	3.823804827	0.000131408	0.11320066
TMEM145	Tissue enriched	cerebral cortex: 38.3	1.652237104	2.597352039	0.981455949	2.646427526	0.008134693	0.488468545
ZNF526	Mixed		65.61001048	-0.058425119	0.18479908	-0.316154815	0.751885002	0.971967975
TRAPPC9	Expressed in all		225.4399004	-0.151962009	0.150213513	-1.011640075	0.311710177	0.865357099
KIR3DL1	Not detected		0.538558908	-1.54278659	1.088141369	-1.417818157	0.156243862	NA
NLRP7	Tissue enriched	testis: 2.8	0.422983744	-0.663106213	1.645395764	-0.403007123	0.686942985	NA
ZNF146	Expressed in all		693.4459219	-0.040449114	0.090579995	-0.446556814	0.655195083	0.962174493
ZNF283	Mixed		24.22032841	0.103258958	0.220382459	0.468544358	0.639395357	0.959144532
PPP1R14A	Mixed		42.26619834	0.113926412	0.279405434	0.407745871	0.683460257	0.967541107
SPINT2	Mixed		254.7697683	-0.176034035	0.204574419	-0.860488987	0.389519551	0.899288881
C19orf33	Mixed		1.682322809	-0.912767331	0.735899424	-1.2403425	0.214848739	0.81990429
YIF1B	Expressed in all		300.5436611	-0.154213978	0.153582238	-1.004113364	0.315323974	0.867754894
DNAAF3	Group enriched	fallopian tube: 69.1;testis: 67.9	4.640334733	-0.52687801	0.485900795	-1.084332472	0.278217413	0.853094519
PSCA	Group enriched	prostate: 344.6;stomach: 1648.5;urinary bladder: 343.4	0.486396897	-0.966648482	1.300639705	-0.743210036	0.457354528	NA
ATCAY	Tissue enriched	cerebral cortex: 108.9	6.102975732	-0.100783251	0.45700057	-0.220532003	0.825456851	0.979238144
LY6D	Group enriched	esophagus: 631.6;skin: 717.0	0.013943393	0.071499476	4.131705827	0.017305074	0.986193238	NA
DAPK3	Expressed in all		183.7559774	-0.296022432	0.265646558	-1.11434695	0.265130373	0.845872403
EEF2	Expressed in all		19771.7762	-0.187865062	0.116477387	-1.61288871	0.106768688	0.746881467
TMIGD2	Tissue enhanced	lymph node: 7.4	8.950097374	0.15384187	0.413768772	0.371806383	0.710037011	0.968483342
CHAF1A	Mixed		55.77609799	0.074091476	0.161864492	0.457737673	0.647140919	0.961062715
UBXN6	Expressed in all		1109.490751	-0.144078882	0.166424981	-0.865728701	0.386638957	0.898866668
PLIN4	Tissue enriched	adipose tissue: 812.2	703.1056044	0.073729957	0.237062209	0.311015229	0.755789044	0.9727692
ZNF444	Expressed in all		410.7516009	-0.295479772	0.259953099	-1.136665701	0.255678063	0.841116715
NXN	Mixed		143.1610243	-0.181538939	0.192516205	-0.942980039	0.345691113	0.88165702
FAM57A	Tissue enhanced	skin: 82.7	31.60649229	-0.184092548	0.189052881	-0.973762191	0.33017463	0.875804574
GLOD4	Expressed in all		845.1850521	0.11721318	0.070618304	1.659813007	0.096952076	0.73535515
MFSD3	Expressed in all		313.2450704	-0.260478795	0.21969107	-1.185659459	0.235756811	0.832704957
GPT	Mixed		1422.463774	-0.01306599	0.21979003	-0.059447601	0.9525956	0.995220524
KIFC2	Expressed in all		53.08252365	-0.061399734	0.344808625	-0.17806902	0.858668771	0.984974568
SLC43A2	Tissue enhanced	placenta: 31.7	97.91567512	0.117646756	0.346963603	0.339075208	0.734553074	0.971804386
RILP	Mixed		262.8693823	-0.100377491	0.157132537	-0.638807805	0.52294797	0.932074969
SERPINF2	Tissue enhanced	epididymis: 117.4;liver: 452.5	22605.46728	-0.2026306	0.149978978	-1.351060013	0.176676209	0.792578272
WDR81	Mixed		408.0614995	-0.409029202	0.181333225	-2.255677093	0.024090861	0.591528031
SRR	Expressed in all		144.1568954	0.148313578	0.151235488	0.980679731	0.326750702	0.873653357
TSR1	Expressed in all		337.0163343	-0.228824377	0.109628124	-2.087278055	0.036863007	0.625907291
TRPV3	Tissue enhanced	skin: 5.1;small intestine: 4.5	20.28141707	0.397681701	0.396648881	1.002603866	0.31605203	0.867983293
HSD11B1L	Tissue enhanced	cerebral cortex: 25.6	47.73340418	0.173188282	0.214774844	0.806371353	0.42002876	0.907775022
CYB5D2	Expressed in all		462.1696583	0.075073453	0.098684719	0.760740412	0.446812132	0.913871211
